task_id,project_id,priority,status,due_in_days,delay_days
6452,440,LOW,IN_PROGRESS,58,11.75
6453,440,HIGH,TODO,68,12.66
6454,441,MEDIUM,DONE,22,16.86
6455,441,MEDIUM,DONE,18,9.7
6456,441,MEDIUM,DONE,75,5.84
6457,441,LOW,DONE,2,10.88
6458,441,HIGH,DONE,57,11.13
6459,441,MEDIUM,DONE,8,5.89
6460,441,LOW,DONE,13,10.87
6461,441,HIGH,DONE,8,14.12
6462,441,MEDIUM,DONE,56,9.48
6463,441,MEDIUM,DONE,18,11.08
6464,441,HIGH,DONE,68,8.78
6465,441,LOW,DONE,2,4.72
6466,441,MEDIUM,DONE,13,7.21
6467,441,MEDIUM,DONE,7,8.98
6468,441,HIGH,DONE,49,10.81
6469,441,MEDIUM,DONE,83,7.5
6470,441,MEDIUM,DONE,52,7.14
6471,441,MEDIUM,DONE,27,6.52
6472,441,MEDIUM,DONE,10,2.8
6473,441,HIGH,DELAYED,5,6.25
6474,441,LOW,DELAYED,29,12.41
6475,441,MEDIUM,DELAYED,62,8.44
6476,441,MEDIUM,DELAYED,9,9.88
6477,442,MEDIUM,DONE,35,9.33
6478,442,MEDIUM,DONE,13,4.29
6479,442,MEDIUM,DONE,72,9.08
6480,442,MEDIUM,DONE,85,16.98
6481,442,LOW,DONE,59,6.42
6482,442,MEDIUM,DONE,9,8.24
6483,442,LOW,DELAYED,28,14.15
6484,443,LOW,DONE,47,13.78
6485,443,MEDIUM,DONE,3,10.55
6486,443,MEDIUM,DONE,68,6.17
6487,443,HIGH,DONE,22,8.6
6488,443,MEDIUM,DONE,42,10.76
6489,443,MEDIUM,DONE,50,7.4
6490,443,LOW,DONE,87,11.87
6491,443,MEDIUM,DONE,58,12.35
6492,443,HIGH,DONE,30,14.82
6493,443,MEDIUM,DONE,61,7.75
6494,443,LOW,DONE,88,10.14
6495,443,MEDIUM,DONE,64,9.67
6496,443,MEDIUM,DELAYED,56,7.54
6497,444,HIGH,DONE,89,18.56
6498,444,MEDIUM,DONE,73,19.47
6499,444,MEDIUM,DONE,18,16.19
6500,444,MEDIUM,DONE,57,12.07
6501,444,HIGH,DONE,51,15.0
6502,444,MEDIUM,DONE,27,10.31
6503,444,MEDIUM,DONE,55,19.98
6504,444,MEDIUM,DONE,60,15.49
6505,444,MEDIUM,DONE,68,10.38
6506,444,HIGH,DONE,55,11.16
6507,444,LOW,DONE,78,14.46
6508,444,MEDIUM,DONE,54,18.11
6509,444,MEDIUM,DONE,100,17.7
6510,444,MEDIUM,DONE,126,14.99
6511,444,HIGH,DONE,37,16.84
6512,444,MEDIUM,DONE,24,17.08
6513,444,MEDIUM,BLOCKED,6,14.82
6514,444,LOW,IN_PROGRESS,114,20.92
6515,445,MEDIUM,DONE,154,5.99
6516,445,HIGH,DONE,17,6.28
6517,445,MEDIUM,DONE,169,16.07
6518,445,MEDIUM,DONE,187,6.95
6519,445,HIGH,DONE,123,6.85
6520,445,MEDIUM,DONE,29,8.64
6521,445,MEDIUM,DONE,48,6.09
6522,445,LOW,DELAYED,180,6.94
6523,445,LOW,DELAYED,60,15.44
6524,445,MEDIUM,DELAYED,80,7.06
6525,445,HIGH,DELAYED,111,9.45
6526,445,LOW,DELAYED,112,7.73
6527,445,LOW,BLOCKED,125,10.22
6528,445,HIGH,BLOCKED,175,11.38
6529,446,MEDIUM,DONE,37,11.1
6530,446,LOW,DONE,26,6.44
6531,446,MEDIUM,DONE,44,0.0
6532,446,MEDIUM,DONE,42,8.44
6533,446,HIGH,DONE,13,3.74
6534,446,LOW,DONE,1,6.48
6535,446,MEDIUM,DONE,17,7.83
6536,446,LOW,DONE,45,6.1
6537,446,LOW,DONE,35,8.91
6538,446,LOW,DONE,40,10.05
6539,446,LOW,DONE,20,7.95
6540,446,LOW,DONE,19,6.16
6541,446,MEDIUM,DONE,12,12.01
6542,446,MEDIUM,DONE,31,8.03
6543,446,LOW,DONE,16,8.24
6544,446,LOW,DONE,6,6.59
6545,446,HIGH,DELAYED,14,9.1
6546,446,MEDIUM,DELAYED,21,7.78
6547,446,HIGH,DELAYED,3,4.88
6548,446,LOW,DELAYED,34,6.65
6549,446,MEDIUM,DELAYED,31,10.69
6550,446,MEDIUM,DELAYED,16,10.59
6551,446,HIGH,DELAYED,12,7.12
6552,446,MEDIUM,BLOCKED,41,7.74
6553,446,MEDIUM,BLOCKED,31,7.17
6554,447,MEDIUM,DONE,113,13.66
6555,447,MEDIUM,DONE,168,12.94
6556,447,MEDIUM,DONE,125,15.37
6557,447,HIGH,DONE,26,9.36
6558,447,LOW,DONE,21,9.82
6559,447,MEDIUM,DONE,131,16.03
6560,447,LOW,DONE,35,8.93
6561,447,MEDIUM,DONE,98,8.85
6562,447,HIGH,DONE,168,11.32
6563,447,HIGH,DONE,147,7.57
6564,447,MEDIUM,DONE,123,14.02
6565,447,HIGH,DONE,32,8.91
6566,447,MEDIUM,DONE,110,15.83
6567,447,MEDIUM,DONE,152,9.88
6568,447,MEDIUM,DONE,176,7.29
6569,447,MEDIUM,DONE,7,9.56
6570,447,HIGH,DELAYED,15,14.87
6571,448,MEDIUM,DONE,30,12.95
6572,448,MEDIUM,DONE,17,20.07
6573,448,HIGH,DONE,55,24.05
6574,448,LOW,DONE,35,13.16
6575,448,LOW,DONE,29,15.65
6576,448,MEDIUM,DONE,28,19.91
6577,448,MEDIUM,DONE,31,15.0
6578,448,MEDIUM,DONE,12,18.01
6579,448,MEDIUM,DONE,35,8.99
6580,448,MEDIUM,DONE,51,15.06
6581,448,HIGH,DONE,30,13.11
6582,448,MEDIUM,DELAYED,10,19.52
6583,448,MEDIUM,DELAYED,31,15.24
6584,448,HIGH,DELAYED,55,12.8
6585,449,MEDIUM,DONE,9,10.62
6586,449,MEDIUM,DONE,6,3.84
6587,449,HIGH,DONE,27,6.93
6588,449,MEDIUM,DONE,30,12.99
6589,449,MEDIUM,DELAYED,35,8.56
6590,449,MEDIUM,DELAYED,3,13.5
6591,449,MEDIUM,DELAYED,34,13.46
6592,450,LOW,DONE,127,7.81
6593,450,MEDIUM,DONE,75,7.41
6594,450,MEDIUM,DONE,75,4.47
6595,450,MEDIUM,DONE,86,13.28
6596,450,MEDIUM,DONE,7,11.44
6597,450,HIGH,DONE,89,10.65
6598,450,HIGH,DELAYED,88,6.68
6599,450,MEDIUM,BLOCKED,73,15.35
6600,450,MEDIUM,BLOCKED,12,8.17
6601,450,HIGH,BLOCKED,94,10.21
6602,450,MEDIUM,BLOCKED,90,5.93
6603,450,HIGH,IN_PROGRESS,25,10.07
6604,450,MEDIUM,TODO,40,13.51
6605,450,HIGH,IN_PROGRESS,98,7.93
6606,450,MEDIUM,IN_PROGRESS,111,14.55
6607,450,MEDIUM,TODO,124,7.59
6608,450,LOW,IN_PROGRESS,14,9.89
6609,451,LOW,DONE,31,23.16
6610,451,MEDIUM,DONE,106,12.3
6611,451,MEDIUM,DONE,41,25.59
6612,451,LOW,DONE,100,20.04
6613,451,MEDIUM,DONE,102,18.47
6614,451,MEDIUM,DONE,160,18.07
6615,451,HIGH,DONE,151,20.71
6616,451,LOW,DONE,32,21.78
6617,451,HIGH,DONE,67,17.12
6618,451,MEDIUM,DONE,69,19.27
6619,451,MEDIUM,DONE,158,23.08
6620,451,HIGH,DONE,29,14.04
6621,451,MEDIUM,DONE,34,16.62
6622,451,HIGH,DONE,39,16.22
6623,451,MEDIUM,DONE,141,14.88
6624,451,MEDIUM,DONE,36,21.68
6625,451,MEDIUM,DONE,156,21.15
6626,451,MEDIUM,DONE,70,22.16
6627,451,LOW,DONE,124,14.43
6628,451,LOW,DELAYED,158,22.5
6629,451,MEDIUM,BLOCKED,73,18.48
6630,451,MEDIUM,BLOCKED,64,23.62
6631,452,MEDIUM,DONE,151,16.8
6632,452,MEDIUM,DONE,98,16.52
6633,452,MEDIUM,DONE,44,20.74
6634,452,LOW,DONE,136,16.8
6635,452,MEDIUM,DONE,158,12.8
6636,452,HIGH,DONE,28,16.83
6637,452,MEDIUM,DELAYED,76,20.26
6638,453,HIGH,DONE,24,5.8
6639,453,HIGH,DONE,51,6.63
6640,453,MEDIUM,DONE,27,13.6
6641,453,LOW,DONE,21,12.83
6642,453,MEDIUM,DONE,32,13.55
6643,453,LOW,DONE,29,12.81
6644,453,MEDIUM,DONE,16,10.66
6645,453,HIGH,DONE,29,5.23
6646,453,MEDIUM,DONE,46,7.94
6647,453,MEDIUM,DONE,23,8.84
6648,453,MEDIUM,DONE,56,10.64
6649,453,LOW,DONE,22,6.74
6650,453,MEDIUM,DELAYED,1,7.42
6651,453,LOW,DELAYED,16,4.54
6652,453,MEDIUM,DELAYED,75,3.12
6653,453,MEDIUM,DELAYED,3,4.78
6654,453,LOW,DELAYED,45,8.81
6655,453,MEDIUM,BLOCKED,9,9.61
6656,453,MEDIUM,BLOCKED,10,12.16
6657,453,LOW,BLOCKED,5,2.33
6658,453,LOW,TODO,11,3.11
6659,453,LOW,IN_PROGRESS,29,5.4
6660,453,LOW,TODO,67,11.27
6661,454,MEDIUM,DONE,11,13.45
6662,454,HIGH,DONE,9,15.22
6663,454,HIGH,DONE,26,12.87
6664,454,HIGH,DONE,60,14.78
6665,454,MEDIUM,DONE,21,13.21
6666,454,LOW,DONE,38,13.89
6667,454,MEDIUM,DONE,24,21.5
6668,454,LOW,DONE,44,16.15
6669,454,MEDIUM,DONE,14,14.57
6670,454,LOW,DONE,13,16.61
6671,454,MEDIUM,DONE,12,15.49
6672,454,HIGH,DONE,58,14.54
6673,454,MEDIUM,DONE,29,12.63
6674,454,HIGH,DELAYED,23,19.97
6675,454,MEDIUM,DELAYED,12,14.53
6676,454,HIGH,DELAYED,46,13.05
6677,454,LOW,DELAYED,7,13.02
6678,454,HIGH,DELAYED,17,12.41
6679,454,LOW,DELAYED,57,12.1
6680,454,LOW,BLOCKED,50,15.28
6681,454,HIGH,TODO,54,10.47
6682,454,MEDIUM,IN_PROGRESS,35,15.75
6683,454,HIGH,IN_PROGRESS,19,12.56
6684,454,HIGH,TODO,29,12.23
6685,455,HIGH,DONE,127,18.68
6686,455,MEDIUM,DONE,35,20.28
6687,455,LOW,DONE,92,18.71
6688,455,MEDIUM,DONE,69,12.58
6689,455,MEDIUM,DONE,32,17.69
6690,455,HIGH,DONE,102,19.77
6691,455,MEDIUM,DONE,123,16.33
6692,455,MEDIUM,DONE,83,12.35
6693,455,HIGH,DELAYED,53,12.61
6694,456,LOW,DONE,39,4.96
6695,456,MEDIUM,DONE,30,8.62
6696,456,LOW,DONE,128,10.13
6697,456,HIGH,DONE,9,11.49
6698,456,MEDIUM,DONE,26,8.44
6699,456,MEDIUM,DONE,93,11.24
6700,456,MEDIUM,DONE,9,6.71
6701,456,MEDIUM,DELAYED,32,5.88
6702,456,MEDIUM,BLOCKED,54,11.25
6703,456,MEDIUM,BLOCKED,3,7.95
6704,456,LOW,BLOCKED,16,11.41
6705,456,HIGH,TODO,68,8.56
6706,456,LOW,IN_PROGRESS,130,11.68
6707,456,MEDIUM,IN_PROGRESS,66,11.36
6708,456,MEDIUM,IN_PROGRESS,5,11.29
6709,456,MEDIUM,IN_PROGRESS,128,5.6
6710,456,MEDIUM,IN_PROGRESS,85,8.25
6711,456,LOW,TODO,111,10.59
6712,457,LOW,DONE,142,5.99
6713,457,MEDIUM,DONE,34,5.08
6714,457,MEDIUM,DONE,104,8.34
6715,457,HIGH,DONE,131,8.92
6716,457,MEDIUM,DONE,64,3.24
6717,457,HIGH,DONE,88,5.35
6718,457,MEDIUM,DELAYED,146,11.64
6719,457,LOW,DELAYED,165,5.59
6720,457,HIGH,DELAYED,48,5.23
6721,457,MEDIUM,BLOCKED,61,5.35
6722,458,MEDIUM,DONE,6,8.49
6723,458,LOW,DONE,14,7.56
6724,458,HIGH,DONE,27,8.53
6725,458,MEDIUM,DONE,15,10.55
6726,458,LOW,DONE,23,7.91
6727,458,MEDIUM,DELAYED,21,16.7
6728,458,LOW,DELAYED,27,6.63
6729,458,LOW,DELAYED,24,10.61
6730,458,MEDIUM,DELAYED,4,16.69
6731,458,MEDIUM,DELAYED,3,8.57
6732,458,MEDIUM,DELAYED,34,11.5
6733,458,MEDIUM,BLOCKED,38,8.54
6734,458,HIGH,BLOCKED,30,12.29
6735,458,MEDIUM,BLOCKED,9,12.52
6736,459,MEDIUM,DONE,13,17.19
6737,459,HIGH,DONE,16,7.57
6738,459,MEDIUM,DONE,8,12.01
6739,459,MEDIUM,DONE,38,7.38
6740,459,MEDIUM,DONE,23,12.85
6741,459,HIGH,DONE,1,13.94
6742,459,HIGH,DONE,18,11.92
6743,459,HIGH,DONE,2,9.83
6744,459,LOW,DONE,10,18.64
6745,459,MEDIUM,DONE,8,14.41
6746,459,LOW,DONE,33,10.0
6747,459,MEDIUM,DELAYED,41,15.48
6748,459,LOW,DELAYED,25,16.72
6749,459,MEDIUM,DELAYED,24,8.72
6750,460,MEDIUM,DONE,2,12.83
6751,460,LOW,DONE,58,10.63
6752,460,MEDIUM,DONE,41,12.03
6753,460,MEDIUM,DONE,19,11.37
6754,460,HIGH,DONE,39,12.57
6755,460,MEDIUM,DONE,4,6.83
6756,460,MEDIUM,DONE,11,14.75
6757,460,HIGH,DONE,44,13.81
6758,460,MEDIUM,DONE,91,13.08
6759,460,MEDIUM,DONE,81,8.31
6760,460,MEDIUM,DONE,50,13.91
6761,460,MEDIUM,DONE,78,13.32
6762,460,MEDIUM,DONE,53,13.76
6763,460,HIGH,DONE,86,14.13
6764,460,HIGH,DONE,81,11.74
6765,460,LOW,DONE,32,13.38
6766,460,MEDIUM,DELAYED,46,14.72
6767,460,HIGH,DELAYED,89,15.19
6768,460,HIGH,DELAYED,29,11.87
6769,460,HIGH,DELAYED,55,10.08
6770,460,HIGH,DELAYED,69,12.63
6771,460,MEDIUM,DELAYED,56,13.36
6772,461,LOW,DONE,10,6.3
6773,461,LOW,DONE,33,14.16
6774,461,HIGH,DONE,90,7.26
6775,461,LOW,DONE,100,10.86
6776,461,MEDIUM,DONE,99,15.16
6777,461,MEDIUM,DONE,100,10.57
6778,461,LOW,DONE,68,14.44
6779,461,HIGH,DONE,54,12.56
6780,462,MEDIUM,DONE,64,16.26
6781,462,LOW,DONE,146,12.41
6782,462,LOW,DONE,20,15.33
6783,462,HIGH,DONE,136,16.64
6784,462,HIGH,DONE,82,14.08
6785,462,LOW,DONE,75,7.42
6786,462,MEDIUM,DONE,14,17.84
6787,462,LOW,DONE,96,11.13
6788,462,HIGH,DELAYED,59,12.33
6789,462,HIGH,TODO,40,11.12
6790,462,LOW,TODO,60,11.28
6791,462,MEDIUM,IN_PROGRESS,6,14.49
6792,463,MEDIUM,DONE,91,14.17
6793,463,HIGH,DONE,57,11.23
6794,463,LOW,DONE,99,13.6
6795,463,HIGH,DONE,59,17.21
6796,463,LOW,DONE,92,16.57
6797,463,HIGH,DONE,37,18.54
6798,463,HIGH,DONE,11,18.75
6799,463,HIGH,DONE,7,18.33
6800,464,MEDIUM,DONE,5,7.7
6801,464,HIGH,DONE,73,2.46
6802,464,MEDIUM,DONE,97,14.65
6803,464,MEDIUM,DONE,3,9.46
6804,464,LOW,DONE,107,15.37
6805,464,HIGH,DONE,119,7.34
6806,464,MEDIUM,DELAYED,118,6.59
6807,464,HIGH,DELAYED,60,10.66
6808,464,MEDIUM,DELAYED,29,12.58
6809,464,MEDIUM,DELAYED,8,8.76
6810,464,HIGH,DELAYED,111,15.89
6811,464,HIGH,BLOCKED,3,3.82
6812,464,MEDIUM,IN_PROGRESS,48,10.35
6813,464,LOW,TODO,113,8.12
6814,464,MEDIUM,IN_PROGRESS,68,9.23
6815,465,LOW,DONE,97,16.32
6816,465,HIGH,DONE,49,13.78
6817,465,HIGH,DONE,9,19.02
6818,465,LOW,DONE,95,16.63
6819,465,MEDIUM,DONE,110,14.98
6820,465,LOW,DONE,10,16.32
6821,465,MEDIUM,DONE,92,11.65
6822,465,MEDIUM,DONE,82,14.51
6823,465,LOW,DONE,112,17.0
6824,465,HIGH,DONE,42,13.86
6825,466,HIGH,DONE,42,4.13
6826,466,HIGH,DONE,26,3.78
6827,466,MEDIUM,DONE,62,10.35
6828,466,MEDIUM,DELAYED,46,10.14
6829,466,LOW,BLOCKED,71,8.95
6830,466,MEDIUM,BLOCKED,31,4.52
6831,466,MEDIUM,IN_PROGRESS,17,5.1
6832,466,LOW,TODO,70,12.34
6833,467,MEDIUM,DONE,27,4.5
6834,467,MEDIUM,DONE,14,3.23
6835,467,MEDIUM,DONE,50,9.61
6836,467,MEDIUM,DONE,9,11.12
6837,467,MEDIUM,DONE,25,17.17
6838,467,MEDIUM,DELAYED,1,9.6
6839,467,HIGH,DELAYED,32,12.2
6840,467,MEDIUM,DELAYED,9,8.9
6841,467,HIGH,DELAYED,35,7.6
6842,467,HIGH,DELAYED,26,12.53
6843,467,HIGH,BLOCKED,55,9.41
6844,468,MEDIUM,DONE,45,15.59
6845,468,MEDIUM,DONE,19,17.56
6846,468,MEDIUM,DONE,3,12.39
6847,468,MEDIUM,DONE,25,20.25
6848,468,HIGH,DONE,58,22.42
6849,468,MEDIUM,DONE,35,9.86
6850,468,LOW,DONE,7,17.55
6851,468,MEDIUM,DONE,17,16.09
6852,468,MEDIUM,DONE,30,19.4
6853,468,MEDIUM,DONE,27,17.17
6854,468,LOW,DONE,23,12.95
6855,468,MEDIUM,DONE,28,15.13
6856,468,MEDIUM,DONE,18,17.62
6857,468,LOW,DONE,68,9.47
6858,468,MEDIUM,DELAYED,46,17.99
6859,468,LOW,DELAYED,60,15.06
6860,468,MEDIUM,DELAYED,76,12.1
6861,468,MEDIUM,DELAYED,18,14.02
6862,468,HIGH,DELAYED,18,9.93
6863,468,LOW,DELAYED,38,18.86
6864,468,LOW,DELAYED,21,17.69
6865,468,LOW,BLOCKED,61,14.4
6866,469,MEDIUM,DONE,10,7.63
6867,469,LOW,DONE,97,9.45
6868,469,LOW,DONE,29,5.15
6869,469,HIGH,DELAYED,96,2.45
6870,469,HIGH,BLOCKED,32,8.18
6871,469,LOW,TODO,40,8.92
6872,469,HIGH,IN_PROGRESS,42,15.37
6873,470,MEDIUM,DONE,36,14.15
6874,470,LOW,DONE,61,11.75
6875,470,MEDIUM,DONE,105,10.54
6876,470,MEDIUM,DONE,24,9.46
6877,470,LOW,DONE,27,13.55
6878,470,MEDIUM,DONE,78,13.91
6879,470,MEDIUM,DELAYED,73,7.07
6880,470,MEDIUM,DELAYED,52,14.46
6881,470,MEDIUM,DELAYED,79,8.17
6882,470,MEDIUM,DELAYED,21,11.91
6883,470,HIGH,BLOCKED,99,14.2
6884,471,MEDIUM,DONE,17,4.43
6885,471,MEDIUM,DONE,13,8.74
6886,471,LOW,DONE,18,7.15
6887,471,MEDIUM,DONE,12,6.51
6888,471,MEDIUM,DONE,8,10.84
6889,471,MEDIUM,DONE,7,5.49
6890,471,HIGH,DONE,23,11.96
6891,471,HIGH,DONE,27,3.63
6892,471,LOW,DONE,6,11.37
6893,471,MEDIUM,DONE,20,6.97
6894,471,LOW,DELAYED,31,8.92
6895,471,LOW,DELAYED,36,5.03
6896,471,MEDIUM,DELAYED,32,5.37
6897,471,LOW,DELAYED,18,9.62
6898,471,HIGH,BLOCKED,26,5.42
6899,471,HIGH,BLOCKED,28,6.45
6900,471,HIGH,BLOCKED,36,2.73
6901,472,MEDIUM,DONE,37,6.24
6902,472,MEDIUM,DONE,98,8.16
6903,472,MEDIUM,DONE,31,5.54
6904,472,MEDIUM,DONE,23,9.39
6905,472,MEDIUM,DONE,18,8.86
6906,472,MEDIUM,DONE,80,7.04
6907,472,HIGH,DONE,61,5.91
6908,472,MEDIUM,DONE,40,8.24
6909,472,MEDIUM,DONE,41,9.47
6910,472,MEDIUM,DONE,49,6.56
6911,472,MEDIUM,DONE,42,9.24
6912,472,MEDIUM,DONE,14,4.22
6913,472,MEDIUM,DONE,95,8.45
6914,472,MEDIUM,DONE,37,7.95
6915,472,HIGH,DONE,15,8.18
6916,472,MEDIUM,DONE,30,9.17
6917,472,LOW,DELAYED,56,7.85
6918,472,HIGH,DELAYED,43,9.16
6919,472,HIGH,DELAYED,17,10.61
6920,472,HIGH,DELAYED,67,6.14
6921,472,MEDIUM,DELAYED,13,3.9
6922,472,MEDIUM,DELAYED,71,11.87
6923,472,HIGH,DELAYED,14,10.68
6924,472,MEDIUM,DELAYED,6,1.13
6925,472,HIGH,DELAYED,36,11.95
6926,473,MEDIUM,DONE,53,11.94
6927,473,HIGH,DONE,31,12.1
6928,473,MEDIUM,DONE,44,9.0
6929,473,MEDIUM,IN_PROGRESS,84,13.93
6930,474,MEDIUM,DONE,4,10.05
6931,474,MEDIUM,DONE,36,13.27
6932,474,HIGH,DONE,69,15.06
6933,474,HIGH,DONE,106,12.58
6934,474,HIGH,DONE,79,17.01
6935,474,MEDIUM,DELAYED,71,14.94
6936,474,HIGH,DELAYED,60,13.99
6937,474,HIGH,BLOCKED,23,17.76
6938,474,MEDIUM,BLOCKED,26,12.26
6939,474,MEDIUM,BLOCKED,94,16.66
6940,474,LOW,TODO,56,17.37
6941,474,MEDIUM,TODO,70,13.12
6942,474,HIGH,IN_PROGRESS,33,15.27
6943,474,LOW,IN_PROGRESS,58,10.16
6944,475,HIGH,DONE,84,6.46
6945,475,MEDIUM,DONE,23,4.21
6946,475,MEDIUM,DONE,92,6.68
6947,475,MEDIUM,DONE,70,4.84
6948,475,MEDIUM,DONE,58,7.84
6949,475,MEDIUM,DONE,70,13.54
6950,475,HIGH,DONE,56,8.85
6951,475,LOW,DONE,80,11.15
6952,475,MEDIUM,DONE,71,10.33
6953,475,HIGH,DONE,92,7.43
6954,475,HIGH,DONE,89,3.0
6955,475,LOW,DONE,80,7.81
6956,475,HIGH,DONE,52,18.85
6957,475,HIGH,DONE,37,10.16
6958,475,HIGH,DONE,12,10.88
6959,475,MEDIUM,DONE,91,8.16
6960,475,MEDIUM,DONE,24,10.63
6961,475,LOW,DONE,58,7.5
6962,475,MEDIUM,DONE,32,11.53
6963,475,LOW,DONE,82,9.82
6964,475,HIGH,DONE,88,7.1
6965,475,MEDIUM,BLOCKED,12,7.45
6966,476,MEDIUM,DONE,3,9.58
6967,476,MEDIUM,DONE,49,9.05
6968,476,MEDIUM,DONE,26,11.67
6969,476,MEDIUM,DONE,11,15.95
6970,476,HIGH,DONE,40,14.03
6971,476,MEDIUM,DONE,11,16.41
6972,476,HIGH,DONE,40,16.46
6973,476,MEDIUM,DONE,45,8.73
6974,476,MEDIUM,DONE,38,12.28
6975,476,MEDIUM,DONE,47,10.0
6976,476,MEDIUM,DONE,2,11.0
6977,476,MEDIUM,DONE,18,9.69
6978,476,MEDIUM,DONE,31,8.97
6979,476,MEDIUM,DELAYED,47,9.48
6980,476,MEDIUM,DELAYED,44,7.69
6981,476,LOW,DELAYED,13,9.5
6982,477,MEDIUM,DONE,16,16.28
6983,477,LOW,DONE,35,17.21
6984,477,HIGH,DONE,14,12.67
6985,477,HIGH,DONE,32,9.5
6986,477,HIGH,DONE,8,14.57
6987,477,LOW,DONE,34,17.23
6988,477,MEDIUM,DONE,92,21.29
6989,477,MEDIUM,DONE,13,11.15
6990,477,MEDIUM,DONE,82,20.02
6991,477,LOW,DONE,14,14.45
6992,477,HIGH,DONE,19,16.25
6993,477,MEDIUM,DONE,54,16.06
6994,477,LOW,DONE,31,14.48
6995,477,HIGH,DONE,57,17.62
6996,477,MEDIUM,DONE,96,22.78
6997,477,HIGH,DONE,43,13.45
6998,477,LOW,DONE,49,15.78
6999,477,LOW,DONE,68,16.32
7000,477,LOW,DONE,38,13.0
7001,477,MEDIUM,DELAYED,14,16.98
7002,477,MEDIUM,DELAYED,52,13.02
7003,477,HIGH,DELAYED,41,21.38
7004,477,MEDIUM,DELAYED,71,18.16
7005,477,LOW,DELAYED,64,16.98
7006,477,MEDIUM,DELAYED,35,14.26
7007,478,LOW,DONE,34,12.28
7008,478,HIGH,DONE,19,9.72
7009,478,MEDIUM,DONE,57,10.42
7010,478,MEDIUM,DONE,56,10.48
7011,478,HIGH,DONE,18,10.27
7012,478,MEDIUM,DONE,18,9.14
7013,478,LOW,DONE,22,6.66
7014,478,MEDIUM,DONE,36,7.97
7015,478,HIGH,DONE,59,5.53
7016,478,HIGH,DONE,50,12.72
7017,478,MEDIUM,DONE,26,10.02
7018,478,HIGH,DELAYED,59,9.93
7019,478,MEDIUM,DELAYED,63,9.86
7020,479,HIGH,DONE,5,15.29
7021,479,HIGH,DONE,67,8.43
7022,479,MEDIUM,DONE,94,13.73
7023,479,MEDIUM,DONE,83,7.27
7024,479,HIGH,DONE,71,12.23
7025,479,MEDIUM,DONE,50,9.23
7026,479,MEDIUM,DONE,47,15.66
7027,479,LOW,DONE,21,13.42
7028,479,MEDIUM,DONE,104,15.47
7029,479,MEDIUM,DONE,8,13.6
7030,479,MEDIUM,DONE,39,16.86
7031,479,MEDIUM,DONE,3,15.73
7032,479,MEDIUM,BLOCKED,78,13.93
7033,479,MEDIUM,BLOCKED,39,15.63
7034,479,HIGH,TODO,79,13.91
7035,480,LOW,DONE,86,15.33
7036,480,HIGH,DONE,83,18.15
7037,480,HIGH,DONE,57,12.51
7038,480,MEDIUM,DONE,78,17.21
7039,480,MEDIUM,DONE,45,11.48
7040,480,MEDIUM,DELAYED,59,14.54
7041,480,MEDIUM,DELAYED,50,21.49
7042,480,MEDIUM,DELAYED,134,17.53
7043,480,MEDIUM,DELAYED,29,13.99
7044,480,MEDIUM,DELAYED,136,21.07
7045,480,MEDIUM,BLOCKED,117,11.94
7046,480,MEDIUM,BLOCKED,12,20.07
7047,480,HIGH,TODO,59,16.66
7048,480,MEDIUM,TODO,49,15.06
7049,481,MEDIUM,DONE,61,21.37
7050,481,MEDIUM,DONE,38,15.95
7051,481,LOW,DONE,69,19.36
7052,481,MEDIUM,DONE,64,18.9
7053,481,HIGH,DONE,21,15.47
7054,481,LOW,DONE,69,17.35
7055,481,MEDIUM,DONE,25,12.59
7056,481,MEDIUM,DONE,59,12.11
7057,481,HIGH,DELAYED,69,17.57
7058,481,MEDIUM,DELAYED,38,16.93
7059,481,MEDIUM,DELAYED,16,15.96
7060,482,LOW,DONE,125,13.15
7061,482,MEDIUM,DONE,89,11.99
7062,482,LOW,DONE,4,17.83
7063,482,MEDIUM,DONE,107,9.9
7064,482,MEDIUM,DONE,169,11.87
7065,482,HIGH,DONE,137,15.04
7066,482,MEDIUM,DONE,86,15.02
7067,482,LOW,DONE,163,13.41
7068,482,MEDIUM,DONE,27,14.63
7069,482,HIGH,DONE,50,11.9
7070,482,HIGH,DONE,115,12.44
7071,482,HIGH,DONE,49,5.0
7072,482,MEDIUM,DELAYED,125,16.04
7073,482,HIGH,DELAYED,7,18.14
7074,482,HIGH,BLOCKED,120,13.58
7075,482,MEDIUM,BLOCKED,155,12.83
7076,482,MEDIUM,TODO,115,16.75
7077,482,LOW,TODO,8,17.45
7078,482,HIGH,TODO,105,16.09
7079,483,LOW,DONE,53,10.81
7080,483,MEDIUM,DONE,31,7.84
7081,483,MEDIUM,DONE,64,8.72
7082,483,MEDIUM,DONE,35,7.84
7083,483,MEDIUM,DONE,20,6.51
7084,483,MEDIUM,DONE,71,12.49
7085,483,HIGH,DONE,64,7.22
7086,483,MEDIUM,DONE,43,11.84
7087,483,LOW,DONE,12,11.82
7088,483,LOW,DONE,117,12.36
7089,483,LOW,DONE,146,4.76
7090,483,MEDIUM,DONE,70,8.05
7091,483,HIGH,DONE,4,8.71
7092,483,MEDIUM,DONE,105,7.95
7093,483,MEDIUM,DONE,36,5.79
7094,483,MEDIUM,DONE,26,11.03
7095,483,MEDIUM,DONE,139,3.59
7096,483,MEDIUM,DONE,97,9.12
7097,483,LOW,DONE,47,9.38
